comment_id,post_id,media_page,comment_text,true_category
3,830,Burkina24,Triste nouvelle,normal
297,204,Burkina24,Que Dieu nous aide,normal
574,436,Libre Info,Je suis d'accord.,normal
1282,19,RTB,Dieu est grand.,normal
1061,1188,Minute.bf,Merci pour le partage,normal
709,1303,RTB,Prompt rétablissement au blessé.,normal
1169,1467,AIB,Il faut que les gens comprennent.,normal
898,722,Burkina24,C'est une triste réalité.,normal
733,401,Libre Info,Envoie la vidéo stp,adult
1203,608,Minute.bf,Du courage,normal
1016,1291,Sidwaya,Prompt rétablissement au blessé.,normal
1224,416,Burkina24,Félicitations,normal
937,1082,Sidwaya,On attend la suite,normal
417,313,Radars Info Burkina,Merci beaucoup pour l'information.,normal
948,889,Sidwaya,C'est la vérité,normal
67,1835,Burkina24,Enfin une bonne nouvelle !,normal
884,1437,Libre Info,Merci pour cet éclaircissement.,normal
1418,624,Radars Info Burkina,Enfin une bonne nouvelle !,normal
1420,624,Radars Info Burkina,Merci pour la précision.,normal
955,1931,Libre Info,Il faut que les gens comprennent.,normal
73,301,RTB,Rien à ajouter.,normal
1042,565,Minute.bf,Propagande de bas étage.,toxic
849,471,Minute.bf,Vraiment ?,normal
663,688,Parlons de Tout,On attend de voir la suite.,normal
211,475,BF1 TV,Vraiment ? C'est une bonne nouvelle.,normal
516,1710,Burkina24,Que Dieu nous aide,normal
1241,274,Parlons de Tout,On attend de voir la suite.,normal
1428,534,Minute.bf,Vraiment ?,normal
1015,1291,Sidwaya,Que Dieu protège le Faso.,normal
1206,1499,Minute.bf,Félicitations à lui/elle.,normal
131,1251,Libre Info,Du courage,normal
1468,1065,Parlons de Tout,C'est exactement ça le problème.,normal
213,1790,AIB,Information bien reçue,normal
954,1931,Libre Info,Foutaise,toxic
115,444,AIB,On prie pour le pays.,normal
74,1141,Radars Info Burkina,On est fatigué.,normal
615,1751,Parlons de Tout,Trop sexy,adult
1072,1142,Libre Info,Merci beaucoup pour l'information.,normal
270,52,Burkina24,Très bonne analyse.,normal
1256,1270,AIB,Important à savoir,normal
875,120,Parlons de Tout,Vous êtes tous des vendus !,toxic
373,829,BF1 TV,Ce sont des traîtres.,hateful
450,350,BF1 TV,Propagande,toxic
807,1212,Minute.bf,Information bien reçue,normal
1296,1909,Radars Info Burkina,Le peuple souffre.,normal
620,230,BF1 TV,Force et courage.,normal
132,109,Sidwaya,Que Dieu protège le Faso.,normal
803,1571,AIB,Dieu est grand.,normal
839,1761,BF1 TV,Source ?,normal
1485,361,Sidwaya,Quel pays de merde,toxic
1145,583,RTB,Tout est orchestré par [pays].,misinfo
609,813,Parlons de Tout,Elle est bonne,adult
1454,1880,Parlons de Tout,Que Dieu nous aide,normal
856,1522,Radars Info Burkina,Félicitations à lui/elle.,normal
1249,1651,Libre Info,On attend la suite,normal
519,1191,Radars Info Burkina,C'est la vie.,normal
1140,1792,Parlons de Tout,Rien à ajouter.,normal
1438,1259,Libre Info,C'est noté,normal
1004,1423,Minute.bf,Vous ne vérifiez jamais vos sources ?,toxic
134,109,Sidwaya,Vraiment ? C'est une bonne nouvelle.,normal
1188,554,Minute.bf,Prompt rétablissement au blessé.,normal
594,746,Libre Info,On espère que ça va aller,normal
783,1660,Burkina24,On doit les chasser,hateful
690,76,BF1 TV,Je suis de tout cœur avec vous.,normal
31,1438,Minute.bf,Vous ne vérifiez jamais vos sources ?,toxic
181,192,Libre Info,"On vous observe, bande de vauriens.",toxic
411,1525,BF1 TV,Zéro crédibilité.,toxic
397,1770,Minute.bf,C'est la vérité,normal
259,582,BF1 TV,On sait qui sont les complices.,hateful
825,1396,Sidwaya,On attend la suite,normal
79,1427,Burkina24,Nous suivons de près,normal
1326,1092,Parlons de Tout,C'est la vérité,normal
1134,1699,Libre Info,C'est exactement ça le problème.,normal
980,152,Radars Info Burkina,Triste nouvelle,normal
520,1191,Radars Info Burkina,Exactement.,normal
692,54,AIB,On s'en fout de votre avis.,toxic
654,1553,Minute.bf,Félicitations,normal
1019,6,Radars Info Burkina,Bonne continuation,normal
499,1486,RTB,Jolie forme,adult
1417,624,Radars Info Burkina,Bonne nouvelle,normal
478,1334,BF1 TV,On prie pour le pays.,normal
1432,1716,Minute.bf,Bien dit,normal
1064,93,AIB,Elle est bonne,adult
1319,986,RTB,Félicitations à lui/elle.,normal
942,704,BF1 TV,Arrêtez de nous distraire,toxic
1,830,Burkina24,On est fatigué.,normal
1310,326,AIB,On est fatigué.,normal
1082,1675,AIB,Je veux son numéro,adult
1325,1092,Parlons de Tout,Il faut prier,normal
851,637,AIB,Fake news,misinfo
1065,93,AIB,On prie pour le pays.,normal
244,479,AIB,Nous suivons de près,normal
823,750,Parlons de Tout,Que Dieu bénisse le Burkina Faso,normal
497,1486,RTB,Merci pour l'info,normal
169,1603,Parlons de Tout,Information bien reçue,normal
1351,888,AIB,Analyse très pertinente.,normal
680,341,Burkina24,Merci pour le partage,normal
234,607,Minute.bf,Prompt rétablissement,normal
760,9,Minute.bf,Que Dieu protège le Faso.,normal
621,230,BF1 TV,Merci beaucoup pour l'information.,normal
718,650,Burkina24,Que la paix revienne.,normal
991,12,Parlons de Tout,Ce n'est pas vrai,misinfo
678,927,Libre Info,Vidéos X ?,adult
1506,116,Burkina24,Information bien reçue,normal
366,374,Burkina24,"On vous observe, bande de vauriens.",toxic
869,678,Libre Info,Ils méritent ce qui leur arrive.,hateful
252,1026,Libre Info,Bonne nouvelle,normal
867,678,Libre Info,OK merci,normal
986,1780,Burkina24,Merci pour l'info,normal
